chr	strand	coord	tottag	UPA_start	UPA_end	nPA	maxtag	ftr	gene_type	ftr_start	ftr_end	gene	gene_start	gene_end	gene_stop_codon	upstream_id	upstream_start	upstream_end	downstream_id	downstream_start	downstream_end	three_UTR_length	three_extend	toStop	tag
332	chr10	-	69338299	6	69338299	69338304	6	1	3UTR	NA	69335146	69338497	12534	69335146	69352938	69338498	NA	NA	NA	NA	NA	NA	199	NA	199	6
333	chr10	-	70922837	1	70922837	70922837	1	1	3UTR	NA	70922832	70925244	83675	70922832	71159700	70925245	NA	NA	NA	NA	NA	NA	2408	NA	2408	1
241	chr10	-	7119061	1	7119061	7119061	1	1	3UTR	NA	NA	NA	215748	NA	NA	NA	215748	7119063	7212237	320495	6911543	7052478	1227	2	1227	1
334	chr10	-	71254985	1	71254985	71254985	1	1	3UTR	NA	71254980	71255828	216080	71254980	71285262	71255829	NA	NA	NA	NA	NA	NA	844	NA	844	1
335	chr10	-	71330492	3	71330492	71330497	3	1	3UTR	NA	71330480	71331036	52637	71330480	71344954	71331037	NA	NA	NA	NA	NA	NA	545	NA	545	3
336	chr10	-	71330705	1	71330705	71330705	1	1	3UTR	NA	71330480	71331036	52637	71330480	71344954	71331037	NA	NA	NA	NA	NA	NA	332	NA	332	1
337	chr10	-	71330763	1	71330763	71330763	1	1	3UTR	NA	71330480	71331036	52637	71330480	71344954	71331037	NA	NA	NA	NA	NA	NA	274	NA	274	1
338	chr10	-	75646112	1	75646112	75646112	1	1	3UTR	NA	75646112	75646543	104248	75646112	75764316	75646544	NA	NA	NA	NA	NA	NA	432	NA	432	1
339	chr10	-	75896769	14	75896769	75896776	14	1	3UTR	NA	75896769	75897048	20587	75896769	75921617	75897049	NA	NA	NA	NA	NA	NA	280	NA	280	14
242	chr10	-	7629380	2	7629380	7629380	2	1	3UTR	NA	7629373	7630976	18537	7629373	7663264	7648620	NA	NA	NA	NA	NA	NA	19240	NA	19240	2
340	chr10	-	76351246	18	76351246	76351270	18	1	3UTR	NA	NA	NA	18541	NA	NA	NA	18541	76351263	76442786	64451	76262736	76345291	17	17	17	18
341	chr10	-	76761856	6	76761856	76761864	6	1	3UTR	NA	NA	NA	59093	NA	NA	NA	59093	76761857	76961788	character(0)	76726583	76730273	634	1	634	6
342	chr10	-	77290727	1	77290727	77290727	1	1	3UTR	NA	77290726	77294781	110532	77290726	77418265	77294782	NA	NA	NA	NA	NA	NA	4055	NA	4055	1
343	chr10	-	77486661	1	77486661	77486661	1	1	3UTR	NA	77486661	77488349	108707	77486661	77515785	77488350	NA	NA	NA	NA	NA	NA	1689	NA	1689	1
344	chr10	-	77488142	1	77488142	77488142	1	1	3UTR	NA	77486661	77488349	108707	77486661	77515785	77488350	NA	NA	NA	NA	NA	NA	208	NA	208	1
345	chr10	-	77987905	1	77987905	77987905	1	1	3UTR	NA	77986947	77988209	18641	77986947	78009807	77988210	NA	NA	NA	NA	NA	NA	305	NA	305	1
346	chr10	-	78162066	7	78162066	78162081	7	1	3UTR	NA	78162066	78162589	28295	78162066	78169782	78162590	NA	NA	NA	NA	NA	NA	524	NA	524	7
347	chr10	-	78170909	4	78170909	78170911	4	1	3UTR	NA	78170909	78171959	110816	78170909	78185149	78171960	NA	NA	NA	NA	NA	NA	1051	NA	1051	4
348	chr10	-	78171595	3	78171595	78171610	3	1	3UTR	NA	78170909	78171959	110816	78170909	78185149	78171960	NA	NA	NA	NA	NA	NA	365	NA	365	3
349	chr10	-	78186725	1	78186725	78186725	1	1	3UTR	NA	78186725	78187855	216131	78186725	78244641	78187856	NA	NA	NA	NA	NA	NA	1131	NA	1131	1
350	chr10	-	78186790	1	78186790	78186790	1	1	3UTR	NA	78186725	78187855	216131	78186725	78244641	78187856	NA	NA	NA	NA	NA	NA	1066	NA	1066	1
351	chr10	-	78400386	1	78400386	78400386	1	1	3UTR	NA	78400384	78400984	18114	78400384	78412992	78409162	NA	NA	NA	NA	NA	NA	8776	NA	8776	1
352	chr10	-	78746924	1	78746924	78746924	1	1	3UTR	NA	NA	NA	70976	NA	NA	NA	70976	78746926	78753065	12365	78711991	78718294	125	2	125	1
243	chr10	-	7905649	2	7905649	7905653	2	1	3UTR	NA	NA	NA	68652	NA	NA	NA	68652	7905653	7956230	character(0)	7848361	7848481	1786	4	1786	2
244	chr10	-	7905740	1	7905740	7905740	1	1	3UTR	NA	7905653	7907434	68652	7905653	7956230	7907435	NA	NA	NA	NA	NA	NA	1695	NA	1695	1
353	chr10	-	79526435	1	79526435	79526435	1	1	3UTR	NA	79526430	79527131	50784	79526430	79533792	79526430	NA	NA	NA	NA	NA	NA	5	NA	5	1
354	chr10	-	79540245	23	79540245	79540267	23	1	3UTR	NA	79540245	79541177	70427	79540245	79555091	79541178	NA	NA	NA	NA	NA	NA	933	NA	933	23
355	chr10	-	79737263	1	79737263	79737263	1	1	intron	NA	79736807	79737263	216151	79736123	79746573	79736123	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
356	chr10	-	79758766	3	79758766	79758773	3	1	3UTR	NA	79758515	79759086	70294	79758515	79766952	79759087	NA	NA	NA	NA	NA	NA	321	NA	321	3
357	chr10	-	79910052	6	79910052	79910060	6	1	3UTR	NA	79910052	79911038	109284	79910052	79917006	79911039	NA	NA	NA	NA	NA	NA	987	NA	987	6
358	chr10	-	79977120	3	79977120	79977129	3	1	3UTR	NA	79977118	79977418	216157	79974948	79978773	79974948	NA	NA	NA	NA	NA	NA	2172	NA	2172	3
359	chr10	-	80057017	1	80057017	80057017	1	1	3UTR	NA	80056992	80057415	216161	80056992	80104370	80057416	NA	NA	NA	NA	NA	NA	399	NA	399	1
360	chr10	-	80318708	1	80318708	80318708	1	1	3UTR	NA	80318254	80319347	66374	80318254	80320537	80319348	NA	NA	NA	NA	NA	NA	640	NA	640	1
361	chr10	-	80392539	2	80392539	80392542	2	1	3UTR	NA	80392539	80393099	17192	80392539	80395170	80393100	NA	NA	NA	NA	NA	NA	561	NA	561	2
362	chr10	-	80409593	2	80409593	80409593	2	1	3UTR	NA	80409514	80410131	21423	80409514	80433637	80410132	NA	NA	NA	NA	NA	NA	539	NA	539	2
363	chr10	-	80409620	1	80409620	80409620	1	1	3UTR	NA	80409514	80410131	21423	80409514	80433637	80410132	NA	NA	NA	NA	NA	NA	512	NA	512	1
364	chr10	-	80409698	1	80409698	80409698	1	1	3UTR	NA	80409514	80410131	21423	80409514	80433637	80410132	NA	NA	NA	NA	NA	NA	434	NA	434	1
365	chr10	-	80541662	1	80541662	80541662	1	1	3UTR	NA	80540925	80542392	66932	80540922	80545836	80540922	NA	NA	NA	NA	NA	NA	740	NA	740	1
366	chr10	-	80567119	5	80567119	80567125	5	1	3UTR	NA	NA	NA	118445	NA	NA	NA	118445	80567124	80577321	66932	80540925	80561560	1802	5	1802	5
367	chr10	-	80583654	1	80583654	80583654	1	1	3UTR	NA	80583654	80583837	216169	80583654	80590341	80583838	NA	NA	NA	NA	NA	NA	184	NA	184	1
368	chr10	-	80586513	3	80586513	80586513	3	1	intron	NA	80585803	80586514	216169	80583654	80590341	80583838	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
369	chr10	-	80642623	6	80642623	80642623	6	1	3UTR	NA	80642617	80643529	208198	80642617	80656494	80643530	NA	NA	NA	NA	NA	NA	907	NA	907	6
370	chr10	-	80642794	1	80642794	80642794	1	1	3UTR	NA	80642617	80643529	208198	80642617	80656494	80643530	NA	NA	NA	NA	NA	NA	736	NA	736	1
371	chr10	-	80665898	1	80665898	80665898	1	1	3UTR	NA	80665327	80667106	17347	80665327	80676293	80667107	NA	NA	NA	NA	NA	NA	1209	NA	1209	1
372	chr10	-	80685253	2	80685253	80685253	2	1	3UTR	NA	80685253	80687143	208228	80685253	80701855	80687144	NA	NA	NA	NA	NA	NA	1891	NA	1891	2
373	chr10	-	80796095	7	80796095	80796099	7	1	3UTR	NA	NA	NA	78670	NA	NA	NA	78670	80796099	80798626	character(0)	80766859	80768987	4	4	4	7
374	chr10	-	80804114	1	80804114	80804114	1	1	intergenic	NA	80808496	80798626	71912	80808496	80811885	80808572	71912	80808496	80811885	78670	80796099	80798626	4458	4382	NA	1
375	chr10	-	80899909	2	80899909	80899913	2	1	3UTR	NA	80899450	80900160	30055	80899450	80900969	80900161	NA	NA	NA	NA	NA	NA	252	NA	252	2
376	chr10	-	80917962	1	80917962	80917962	1	1	intron	NA	80910046	80917963	16907	80901203	80918245	80902859	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
377	chr10	-	81044071	6	81044071	81044075	6	1	3UTR	NA	NA	NA	52551	NA	NA	NA	52551	81044075	81060178	106947	81028538	81037426	2124	4	2124	6
378	chr10	-	81153280	1	81153280	81153280	1	1	3UTR	NA	81153266	81154100	59004	81153266	81167923	81154101	NA	NA	NA	NA	NA	NA	821	NA	821	1
379	chr10	-	81153925	1	81153925	81153925	1	1	3UTR	NA	81153266	81154100	59004	81153266	81167923	81154101	NA	NA	NA	NA	NA	NA	176	NA	176	1
380	chr10	-	81346046	6	81346046	81346054	6	1	3UTR	NA	NA	NA	15353	NA	NA	NA	15353	81346048	81350480	209047	81335265	81343266	419	2	419	6
381	chr10	-	81366874	5	81366874	81366879	5	1	3UTR	NA	81366222	81367508	56371	81366222	81378516	81367509	NA	NA	NA	NA	NA	NA	635	NA	635	5
382	chr10	-	81486455	3	81486455	81486459	3	1	3UTR	NA	81486249	81487545	103425	81486249	81496392	81487546	NA	NA	NA	NA	NA	NA	1091	NA	1091	3
383	chr10	-	81528729	1	81528729	81528729	1	1	3UTR	NA	81528724	81530794	14672	81528724	81545190	81530795	NA	NA	NA	NA	NA	NA	2066	NA	2066	1
384	chr10	-	81590904	10	81590904	81590904	10	1	3UTR	NA	81590904	81591034	114606	81590904	81597590	81590904	NA	NA	NA	NA	NA	NA	0	NA	0	10
385	chr10	-	81594326	1	81594326	81594326	1	1	intron	NA	81594243	81594326	114606	81590904	81597590	81590904	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
386	chr10	-	81595322	1	81595322	81595322	1	1	intron	NA	81595246	81595322	114606	81590904	81597590	81590904	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
387	chr10	-	81595844	2	81595844	81595844	2	1	intron	NA	81595556	81595844	114606	81590904	81597590	81590904	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
388	chr10	-	81621787	2	81621787	81621797	2	1	3UTR	NA	81621785	81622078	50721	81621785	81627320	81622413	NA	NA	NA	NA	NA	NA	626	NA	626	2
389	chr10	-	81622406	3	81622406	81622408	3	1	3UTR	NA	81621787	81622412	50721	81621785	81627320	81622413	NA	NA	NA	NA	NA	NA	7	NA	7	3
245	chr10	-	8204759	1	8204759	8204759	1	1	exon	NA	8204756	8207670	338362	8204756	8302242	8204756	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
390	chr10	-	82750164	1	82750164	82750164	1	1	3UTR	NA	82748701	82750414	18045	82748701	82764144	82750415	NA	NA	NA	NA	NA	NA	251	NA	251	1
391	chr10	-	84471802	16	84471802	84471815	16	1	intergenic	NA	84502032	84440597	character(0)	84502032	84502269	3074322	character(0)	84502032	84502269	77976	84370905	84440597	81397480	30230	NA	16
392	chr10	-	85184314	1	85184314	85184314	1	1	CDS	NA	85184314	85184471	12952	85131700	85185064	85133055	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
393	chr10	-	85938625	8	85938625	85938637	8	1	3UTR	NA	NA	NA	28088	NA	NA	NA	28088	85938637	85957823	72843	85906847	85917142	387	12	387	8
394	chr10	-	86690840	1	86690840	86690840	1	1	3UTR	NA	86690840	86691101	22027	86690209	86701968	86690209	NA	NA	NA	NA	NA	NA	631	NA	631	1
395	chr10	-	86693914	2	86693914	86693914	2	1	CDS	NA	86693914	86694159	22027	86690209	86701968	86690209	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
396	chr10	-	87958671	1	87958671	87958671	1	1	intergenic	NA	88091432	87863381	75317	88091432	88146941	88092855	75317	88091432	88146941	character(0)	87826389	87863381	134184	132761	NA	1
397	chr10	-	88746607	1	88746607	88746607	1	1	3UTR	NA	88746607	88746903	70683	88746607	88826804	88746904	NA	NA	NA	NA	NA	NA	297	NA	297	1
398	chr10	-	89408872	1	89408872	89408872	1	1	3UTR	NA	89408823	89413202	237436	89408823	89443967	89413203	NA	NA	NA	NA	NA	NA	4331	NA	4331	1
399	chr10	-	89409955	1	89409955	89409955	1	1	3UTR	NA	89408823	89413202	237436	89408823	89443967	89413203	NA	NA	NA	NA	NA	NA	3248	NA	3248	1
400	chr10	-	89638709	1	89638709	89638709	1	1	3UTR	NA	NA	NA	213326	NA	NA	NA	213326	89638721	89686285	216227	89574020	89621253	1760	12	1760	1
401	chr10	-	89639563	2	89639563	89639563	2	1	3UTR	NA	89638721	89640468	213326	89638721	89686285	89640469	NA	NA	NA	NA	NA	NA	906	NA	906	2
402	chr10	-	89640101	1	89640101	89640101	1	1	3UTR	NA	89638721	89640468	213326	89638721	89686285	89640469	NA	NA	NA	NA	NA	NA	368	NA	368	1
403	chr10	-	91147571	1	91147571	91147571	1	1	3UTR	NA	91147571	91149475	21917	91147571	91171582	91149476	NA	NA	NA	NA	NA	NA	1905	NA	1905	1
404	chr10	-	91160417	1	91160417	91160417	1	1	3UTR	NA	91160417	91161841	21917	91147571	91171582	91149476	NA	NA	NA	NA	NA	NA	10941	NA	10941	1
405	chr10	-	92542358	1	92542358	92542358	1	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	92542405	92543670	627800	92171301	92375373	89468036	47	89468036	1
406	chr10	-	93793957	1	93793957	93793957	1	1	intergenic	NA	93858489	93728207	56307	93858489	93889814	93861350	56307	93858489	93889814	character(0)	93726726	93728207	67393	64532	NA	1
407	chr10	-	94736627	1	94736627	94736627	1	1	intergenic	NA	94781974	94688576	character(0)	94781974	94787161	3074322	character(0)	94781974	94787161	67723	94671025	94688576	91662305	45347	NA	1
408	chr10	-	94795840	1	94795840	94795840	1	1	intron	NA	94794727	94796369	54712	94790866	94944835	94793186	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
409	chr10	-	94825406	1	94825406	94825406	1	1	intron	NA	94813301	94827170	54712	94790866	94944835	94793186	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
410	chr10	-	95083736	1	95083736	95083736	1	1	intergenic	NA	95120582	94999442	628062	95120582	95145825	95120582	628062	95120582	95145825	character(0)	94993952	94999442	36846	36846	NA	1
411	chr10	-	95088844	1	95088844	95088844	1	1	intergenic	NA	95120582	94999442	628062	95120582	95145825	95120582	628062	95120582	95145825	character(0)	94993952	94999442	31738	31738	NA	1
412	chr10	-	95211790	1	95211790	95211790	1	1	intron	NA	95175979	95322585	12905	95174746	95322965	95175677	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
246	chr10	-	9563867	1	9563867	9563867	1	1	intergenic	NA	9587602	9547521	character(0)	9587602	9588114	3074322	character(0)	9587602	9588114	character(0)	9546246	9547521	6489545	23735	NA	1
413	chr10	-	95672695	3	95672695	95672695	3	1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	95672991	95673451	character(0)	95630237	95632239	92598373	296	92598373	3
414	chr10	-	97111255	1	97111255	97111255	1	1	intergenic	NA	97199195	97106584	character(0)	97199195	97200370	3074322	character(0)	97199195	97200370	character(0)	97105493	97106584	94036933	87940	NA	1
415	chr10	-	97323071	2	97323071	97323071	2	1	intergenic	NA	97590984	97200370	75025	97590984	97596931	97590984	75025	97590984	97596931	character(0)	97199195	97200370	267913	267913	NA	2
247	chr10	-	9824771	1	9824771	9824771	1	1	intron	NA	9817461	9825369	78808	9755547	9900683	9760913	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
248	chr10	-	9893398	1	9893398	9893398	1	1	intron	NA	9866695	9899156	78808	9755547	9900683	9760913	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
416	chr10	-	98952466	51	98952466	98952481	51	1	intergenic	NA	99105791	98699710	character(0)	99105791	99108080	3074322	character(0)	99105791	99108080	character(0)	98653799	98699710	95878144	153325	NA	51
417	chr10	-	98952524	1	98952524	98952524	1	1	intergenic	NA	99105791	98699710	character(0)	99105791	99108080	3074322	character(0)	99105791	99108080	character(0)	98653799	98699710	95878202	153267	NA	1
418	chr10	-	99757785	1	99757785	99757785	1	1	3UTR	NA	99757706	99757800	71832	99757706	99759658	99757801	NA	NA	NA	NA	NA	NA	16	NA	16	1
191	chr10	+	103419379	1	103419379	103419379	1	1	3UTR	NA	NA	NA	103098	NA	NA	NA	103098	103367843	103419377	character(0)	103429910	103430735	985	2	985	1
192	chr10	+	105847424	1	105847424	105847424	1	1	3UTR	NA	105847179	105847833	52713	105841067	105847833	105847178	NA	NA	NA	NA	NA	NA	246	NA	246	1
8	chr10	+	10630582	1	10630582	10630582	1	1	intergenic	NA	10616313	10663154	382450	10605945	10616313	10616313	382450	10605945	10616313	character(0)	10663154	10663284	14269	14269	NA	1
193	chr10	+	108279646	2	108279646	108279646	2	1	3UTR	NA	108277294	108279984	17931	108162193	108277351	108277293	NA	NA	NA	NA	NA	NA	2353	NA	2353	2
194	chr10	+	108414843	1	108414843	108414843	1	1	3UTR	NA	NA	NA	114774	NA	NA	NA	114774	108332121	108414240	102640148	108417251	108451616	1089	603	1089	1
195	chr10	+	108581692	5	108581689	108581692	5	1	intergenic	NA	108482991	108778311	character(0)	108482650	108482991	3074322	character(0)	108482650	108482991	character(0)	108778311	108782873	105507370	98701	NA	5
196	chr10	+	109231386	1	109231386	109231386	1	1	intergenic	NA	108782873	109648779	character(0)	108778311	108782873	3074322	character(0)	108778311	108782873	character(0)	109648779	109649538	106157064	448513	NA	1
197	chr10	+	111296279	1	111296279	111296279	1	1	3UTR	NA	111293225	111297249	237542	111164752	111297249	111293224	NA	NA	NA	NA	NA	NA	3055	NA	3055	1
198	chr10	+	111296487	1	111296487	111296487	1	1	3UTR	NA	111293225	111297249	237542	111164752	111297249	111293224	NA	NA	NA	NA	NA	NA	3263	NA	3263	1
199	chr10	+	111508650	1	111508650	111508650	1	1	3UTR	NA	NA	NA	21664	NA	NA	NA	21664	111506286	111508645	character(0)	111599177	111611338	1028	5	1028	1
200	chr10	+	111846153	1	111846153	111846153	1	1	intergenic	NA	111843048	111889014	character(0)	111725184	111843048	3074322	character(0)	111725184	111843048	character(0)	111889014	111889818	108771831	3105	NA	1
201	chr10	+	111986123	4	111986123	111986123	4	1	3UTR	NA	111984682	111988432	52705	111972664	111988432	111984681	NA	NA	NA	NA	NA	NA	1442	NA	1442	4
9	chr10	+	11296344	1	11296344	11296344	1	1	3UTR	NA	11295421	11298052	71865	11281330	11298052	11295420	NA	NA	NA	NA	NA	NA	924	NA	924	1
10	chr10	+	11296983	1	11296983	11296983	1	1	3UTR	NA	11295421	11298052	71865	11281330	11298052	11295420	NA	NA	NA	NA	NA	NA	1563	NA	1563	1
202	chr10	+	115791661	1	115791661	115791661	1	1	intergenic	NA	115582448	115816832	77798	115569986	115582448	115581996	77798	115569986	115582448	216350	115816832	115833312	209665	209213	NA	1
11	chr10	+	11610018	1	11610018	11610018	1	1	3UTR	NA	NA	NA	30058	NA	NA	NA	30058	11609223	11609835	character(0)	11648005	11648134	183	183	183	1
203	chr10	+	116274361	1	116274361	116274361	1	1	3UTR	NA	116273827	116274932	19279	116018213	116274932	116273826	NA	NA	NA	NA	NA	NA	535	NA	535	1
204	chr10	+	117683539	1	117683539	117683539	1	1	3UTR	NA	117683521	117687352	70574	117629500	117635373	117635373	NA	NA	NA	NA	NA	NA	48166	NA	48166	1
205	chr10	+	117684948	1	117684948	117684948	1	1	3UTR	NA	117683521	117687352	70574	117629500	117635373	117635373	NA	NA	NA	NA	NA	NA	49575	NA	49575	1
206	chr10	+	117950202	1	117950202	117950202	1	1	intergenic	NA	117948292	118004938	71067	117925459	117948292	117948292	71067	117925459	117948292	character(0)	118004938	118005287	1910	1910	NA	1
207	chr10	+	118126609	1	118126609	118126609	1	1	intergenic	NA	118124094	118141811	character(0)	118112517	118124094	3074322	character(0)	118112517	118124094	17245	118141811	118146760	115052287	2515	NA	1
208	chr10	+	119511679	1	119511679	119511679	1	1	intron	NA	119454423	119929900	74053	119453830	120075597	120075517	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
209	chr10	+	120077162	1	120077162	120077162	1	1	intron	NA	120075477	120086951	74053	119453830	120075597	120075517	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
210	chr10	+	120224912	1	120224912	120224912	1	1	3UTR	NA	120224827	120224917	68212	120201658	120217562	120217562	NA	NA	NA	NA	NA	NA	7350	NA	7350	1
211	chr10	+	120232071	4	120232071	120232071	4	1	3UTR	NA	120231373	120232582	66225	120227070	120232582	120231372	NA	NA	NA	NA	NA	NA	699	NA	699	4
212	chr10	+	121395461	1	121395461	121395461	1	1	3UTR	NA	121395127	121397245	75612	121365090	121397245	121395126	NA	NA	NA	NA	NA	NA	335	NA	335	1
213	chr10	+	121567940	3	121567937	121567940	3	1	intergenic	NA	121526101	121641588	character(0)	121506623	121526101	3074322	character(0)	121506623	121526101	216393	121641588	121677301	118493618	41839	NA	3
214	chr10	+	121693918	1	121693918	121693918	1	1	3UTR	NA	NA	NA	216393	NA	NA	NA	216393	121641794	121693915	270802	121739937	121752865	16617	3	16617	1
215	chr10	+	121759811	1	121759811	121759811	1	1	intergenic	NA	121752878	122066343	270802	121739938	121752878	121751119	270802	121739938	121752878	character(0)	122066343	122067021	8692	6933	NA	1
216	chr10	+	122759355	1	122759355	122759355	1	1	intron	NA	122679431	122782182	319468	122678762	122880333	122880333	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
217	chr10	+	123841093	1	123841093	123841093	1	1	intergenic	NA	123741204	124218862	268354	123264076	123741204	123741054	268354	123264076	123741204	character(0)	124218862	124219428	100039	99889	NA	1
218	chr10	+	123918972	1	123918972	123918972	1	1	intergenic	NA	123741204	124218862	268354	123264076	123741204	123741054	268354	123264076	123741204	character(0)	124218862	124219428	177918	177768	NA	1
219	chr10	+	124524383	2	124524368	124524383	2	1	exon	NA	124523438	124524488	75030	124469074	124524488	124524488	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
220	chr10	+	126950120	1	126950120	126950120	1	1	intergenic	NA	126893908	126958023	character(0)	126893113	126893908	3074322	character(0)	126893113	126893908	102632477	126958023	126960997	123875798	56212	NA	1
221	chr10	+	126950194	1	126950194	126950194	1	1	intergenic	NA	126893908	126958023	character(0)	126893113	126893908	3074322	character(0)	126893113	126893908	102632477	126958023	126960997	123875872	56286	NA	1
222	chr10	+	126950241	2	126950241	126950241	2	1	intergenic	NA	126893908	126958023	character(0)	126893113	126893908	3074322	character(0)	126893113	126893908	102632477	126958023	126960997	123875919	56333	NA	2
223	chr10	+	127065404	1	127065404	127065404	1	1	intron	NA	127065265	127065952	12567	127063534	127067920	127067021	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
224	chr10	+	127296283	3	127296283	127296286	3	1	3UTR	NA	127296092	127296288	13198	127290774	127296288	127296091	NA	NA	NA	NA	NA	NA	192	NA	192	3
225	chr10	+	127499101	1	127499101	127499101	1	1	3UTR	NA	127498710	127499360	71750	127380327	127444391	127444391	NA	NA	NA	NA	NA	NA	54710	NA	54710	1
226	chr10	+	127660124	1	127660124	127660124	1	1	3UTR	NA	127659982	127660957	20852	127642986	127660957	127659981	NA	NA	NA	NA	NA	NA	143	NA	143	1
227	chr10	+	128030031	1	128030031	128030031	1	1	3UTR	NA	128029786	128030037	19075	128015168	128029983	128029785	NA	NA	NA	NA	NA	NA	246	NA	246	1
228	chr10	+	128076993	1	128076993	128076993	1	1	3UTR	NA	128076087	128077272	56351	128058954	128077272	128076086	NA	NA	NA	NA	NA	NA	907	NA	907	1
229	chr10	+	128077256	8	128077248	128077264	8	1	3UTR	NA	128076087	128077272	56351	128058954	128077272	128076086	NA	NA	NA	NA	NA	NA	1170	NA	1170	8
230	chr10	+	128090273	8	128090271	128090273	8	1	3UTR	NA	128090120	128090391	11947	128083273	128090391	128090119	NA	NA	NA	NA	NA	NA	154	NA	154	8
