chr	strand	coord	read_num	sample	ftr	gene_type	ftr_start	ftr_end	gene	gene_start	gene_end	gene_stop_codon	upstream_id	upstream_start	upstream_end	downstream_id	downstream_start	downstream_end	three_UTR_length	three_extend	toStop	tag
PA1091	chr10	-	40831621	SRR8798075.8449	GV1	3UTR	NA	40831621	40833178	71713	40831621	40883311	40833179	NA	NA	NA	NA	NA	NA	1558	NA	1558	1
PA1094	chr10	-	40831625	SRR8798075.30370	GV1	3UTR	NA	40831621	40833178	71713	40831621	40883311	40833179	NA	NA	NA	NA	NA	NA	1554	NA	1554	1
PA1098	chr10	-	41378818	SRR8798075.39396	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	41378896	41380881	character(0)	41362837	41364964	38304496	78	38304496	1
PA1099	chr10	-	41378895	SRR8798075.2868	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	41378896	41380881	character(0)	41362837	41364964	38304573	1	38304573	1
PA1100	chr10	-	41718841	SRR8798075.15862	GV1	3UTR	NA	41718840	41719694	103268	41718840	41745931	41719695	NA	NA	NA	NA	NA	NA	854	NA	854	1
PA1103	chr10	-	41718846	SRR8798075.61924	GV1	3UTR	NA	41718840	41719694	103268	41718840	41745931	41719695	NA	NA	NA	NA	NA	NA	849	NA	849	1
PA1105	chr10	-	41916820	SRR8798075.61943	GV1	3UTR	NA	41914990	41917061	213402	41914990	42018436	41917062	NA	NA	NA	NA	NA	NA	242	NA	242	1
PA1106	chr10	-	42181840	SRR8798075.3615	GV1	3UTR	NA	NA	NA	56484	NA	NA	NA	56484	42181841	42276752	character(0)	42054113	42055306	14661	1	14661	1
PA1107	chr10	-	42181845	SRR8798075.2902	GV1	3UTR	NA	42181841	42186295	56484	42181841	42276752	42196501	NA	NA	NA	NA	NA	NA	14656	NA	14656	1
PA1120	chr10	-	42181849	SRR8798075.57445	GV1	3UTR	NA	42181841	42186295	56484	42181841	42276752	42196501	NA	NA	NA	NA	NA	NA	14652	NA	14652	1
PA1123	chr10	-	42196466	SRR8798075.29287	GV1	3UTR	NA	42196466	42196500	56484	42181841	42276752	42196501	NA	NA	NA	NA	NA	NA	35	NA	35	1
PA1124	chr10	-	42196733	SRR8798075.14380	GV1	CDS	NA	42196501	42197901	56484	42181841	42276752	42196501	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA1125	chr10	-	42312594	SRR8798075.54074	GV1	3UTR	NA	42312585	42313490	215951	42312585	42478280	42313491	NA	NA	NA	NA	NA	NA	897	NA	897	1
PA1129	chr10	-	43524084	SRR8798075.53340	GV1	intergenic	NA	43525133	43456501	67851	43525133	43540968	43525229	67851	43525133	43540968	character(0)	43456427	43456501	1145	1049	NA	1
PA1132	chr10	-	43650354	SRR8798075.44633	GV1	intergenic	NA	43681001	43540994	character(0)	43681001	43687302	3074322	character(0)	43681001	43687302	67851	43533154	43540994	40576032	30647	NA	1
PA1134	chr10	-	43950639	SRR8798075.44033	GV1	3UTR	NA	43950636	43951868	11630	43950636	44148853	43951869	NA	NA	NA	NA	NA	NA	1230	NA	1230	1
PA1135	chr10	-	44437174	SRR8798075.35911	GV1	3UTR	NA	NA	NA	12142	NA	NA	NA	12142	44437177	44458748	character(0)	44418400	44424324	2493	3	2493	1
PA1136	chr10	-	45376555	SRR8798075.48614	GV1	3UTR	NA	NA	NA	380669	NA	NA	NA	380669	45376620	45470201	character(0)	45297809	45298271	4510	65	4510	1
PA1138	chr10	-	45980949	SRR8798075.5132	GV1	intergenic	NA	46658508	45816861	character(0)	46658508	46658638	3074322	character(0)	46658508	46658638	character(0)	45816747	45816861	42906627	677559	NA	1
PA1139	chr10	-	46984242	SRR8798075.23026	GV1	intergenic	NA	47016652	46856502	character(0)	47016652	47102832	3074322	character(0)	47016652	47102832	character(0)	46856353	46856502	43909920	32410	NA	1
PA1140	chr10	-	49270933	SRR8798075.4375	GV1	intron	NA	49244444	49272739	14806	49094833	49788766	49101108	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA1142	chr10	-	52341106	SRR8798075.56675	GV1	intron	NA	52339854	52346048	94221	52335850	52349128	52336282	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA1144	chr10	-	53536315	SRR8798075.32955	GV1	3UTR	NA	53536315	53537323	71567	53536315	53630439	53537324	NA	NA	NA	NA	NA	NA	1009	NA	1009	1
PA1146	chr10	-	53536344	SRR8798075.22314	GV1	3UTR	NA	53536315	53537323	71567	53536315	53630439	53537324	NA	NA	NA	NA	NA	NA	980	NA	980	1
PA1149	chr10	-	53904790	SRR8798075.28057	GV1	3UTR	NA	53904785	53907436	17155	53904785	54075796	53907437	NA	NA	NA	NA	NA	NA	2647	NA	2647	1
PA937	chr10	-	5799153	SRR8798075.48201	GV1	3UTR	NA	NA	NA	67141	NA	NA	NA	67141	5799160	5805600	64009	5360709	5551482	418	7	418	1
PA938	chr10	-	5799158	SRR8798075.6156	GV1	3UTR	NA	NA	NA	67141	NA	NA	NA	67141	5799160	5805600	64009	5360709	5551482	413	2	413	1
PA1153	chr10	-	58234842	SRR8798075.55275	GV1	3UTR	NA	NA	NA	245263	NA	NA	NA	245263	58234848	58236701	664783	58230651	58232675	673	6	673	1
PA1154	chr10	-	58234975	SRR8798075.31354	GV1	3UTR	NA	58234848	58235514	245263	58234848	58236701	58235515	NA	NA	NA	NA	NA	NA	540	NA	540	1
PA950	chr10	-	5831260	SRR8798075.2617	GV1	3UTR	NA	5825663	5832952	56533	5825663	5922386	5832953	NA	NA	NA	NA	NA	NA	1693	NA	1693	1
PA1155	chr10	-	59446984	SRR8798075.7213	GV1	3UTR	NA	59446984	59448780	215999	59446984	59616692	59448781	NA	NA	NA	NA	NA	NA	1797	NA	1797	1
PA1165	chr10	-	59949669	SRR8798075.19927	GV1	3UTR	NA	59949669	59950535	74747	59949669	59951834	59950536	NA	NA	NA	NA	NA	NA	867	NA	867	1
PA1170	chr10	-	59987908	SRR8798075.10914	GV1	3UTR	NA	59987409	59988722	52717	59987409	60003135	59988723	NA	NA	NA	NA	NA	NA	815	NA	815	1
PA1172	chr10	-	59987910	SRR8798075.55204	GV1	3UTR	NA	59987409	59988722	52717	59987409	60003135	59988723	NA	NA	NA	NA	NA	NA	813	NA	813	1
PA1173	chr10	-	59987913	SRR8798075.20690	GV1	3UTR	NA	59987409	59988722	52717	59987409	60003135	59988723	NA	NA	NA	NA	NA	NA	810	NA	810	1
PA1174	chr10	-	59988585	SRR8798075.33708	GV1	3UTR	NA	59987409	59988722	52717	59987409	60003135	59988723	NA	NA	NA	NA	NA	NA	138	NA	138	1
PA1175	chr10	-	61144595	SRR8798075.37121	GV1	intron	NA	61123475	61146257	20397	61098642	61147644	61100868	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA1176	chr10	-	61428491	SRR8798075.35026	GV1	3UTR	NA	61428491	61433796	13688	61428491	61452661	61433797	NA	NA	NA	NA	NA	NA	5306	NA	5306	1
PA1177	chr10	-	62025673	SRR8798075.30788	GV1	intergenic	NA	62107655	61979108	69894	62107655	62111050	62108854	69894	62107655	62111050	12817	61838236	61979108	83181	81982	NA	1
PA1178	chr10	-	62025893	SRR8798075.38751	GV1	intergenic	NA	62107655	61979108	69894	62107655	62111050	62108854	69894	62107655	62111050	12817	61838236	61979108	82961	81762	NA	1
PA1179	chr10	-	62108207	SRR8798075.30176	GV1	3UTR	NA	62107655	62108853	69894	62107655	62111050	62108854	NA	NA	NA	NA	NA	NA	647	NA	647	1
PA1181	chr10	-	62108210	SRR8798075.290	GV1	3UTR	NA	62107655	62108853	69894	62107655	62111050	62108854	NA	NA	NA	NA	NA	NA	644	NA	644	1
PA1207	chr10	-	62108213	SRR8798075.44395	GV1	3UTR	NA	62107655	62108853	69894	62107655	62111050	62108854	NA	NA	NA	NA	NA	NA	641	NA	641	1
PA1211	chr10	-	62108500	SRR8798075.32885	GV1	3UTR	NA	62107655	62108853	69894	62107655	62111050	62108854	NA	NA	NA	NA	NA	NA	354	NA	354	1
PA1212	chr10	-	62142878	SRR8798075.59710	GV1	intron	NA	62134762	62143869	69894	62107655	62111050	62108854	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA1213	chr10	-	62429380	SRR8798075.36422	GV1	3UTR	NA	62429209	62429419	338359	62429209	62449738	62429420	NA	NA	NA	NA	NA	NA	40	NA	40	1
PA1214	chr10	-	62455236	SRR8798075.3883	GV1	3UTR	NA	62455235	62456744	30930	62455235	62486598	62456745	NA	NA	NA	NA	NA	NA	1509	NA	1509	1
PA1220	chr10	-	62455314	SRR8798075.51719	GV1	3UTR	NA	62455235	62456744	30930	62455235	62486598	62456745	NA	NA	NA	NA	NA	NA	1431	NA	1431	1
PA1221	chr10	-	62494427	SRR8798075.39929	GV1	3UTR	NA	62493833	62494865	19073	62493833	62527451	62494866	NA	NA	NA	NA	NA	NA	439	NA	439	1
PA1222	chr10	-	62494428	SRR8798075.26855	GV1	3UTR	NA	62493833	62494865	19073	62493833	62527451	62494866	NA	NA	NA	NA	NA	NA	438	NA	438	1
PA1223	chr10	-	62494433	SRR8798075.40694	GV1	3UTR	NA	62493833	62494865	19073	62493833	62527451	62494866	NA	NA	NA	NA	NA	NA	433	NA	433	1
PA1224	chr10	-	62558474	SRR8798075.5957	GV1	3UTR	NA	62558470	62559007	72320	62538626	62578440	62540030	NA	NA	NA	NA	NA	NA	18444	NA	18444	1
PA1226	chr10	-	62582113	SRR8798075.37570	GV1	3UTR	NA	62580251	62582349	56200	62580251	62602281	62582350	NA	NA	NA	NA	NA	NA	237	NA	237	1
PA1227	chr10	-	62636090	SRR8798075.60748	GV1	intron	NA	62634127	62639860	94213	62615895	62621512	62616238	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA1232	chr10	-	63319015	SRR8798075.24833	GV1	3UTR	NA	63319005	63320635	93759	63319005	63381704	63320636	NA	NA	NA	NA	NA	NA	1621	NA	1621	1
PA1238	chr10	-	63319020	SRR8798075.56038	GV1	3UTR	NA	63319005	63320635	93759	63319005	63381704	63320636	NA	NA	NA	NA	NA	NA	1616	NA	1616	1
PA1239	chr10	-	63319977	SRR8798075.36104	GV1	3UTR	NA	63319005	63320635	93759	63319005	63381704	63320636	NA	NA	NA	NA	NA	NA	659	NA	659	1
PA1240	chr10	-	63320485	SRR8798075.49344	GV1	3UTR	NA	63319005	63320635	93759	63319005	63381704	63320636	NA	NA	NA	NA	NA	NA	151	NA	151	1
PA1241	chr10	-	64085649	SRR8798075.50442	GV1	intron	NA	63930268	64087847	216028	63928472	64090274	63930058	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA1242	chr10	-	64539568	SRR8798075.8788	GV1	intergenic	NA	65119526	64304744	102632700	65119526	65120367	65119526	102632700	65119526	65120367	character(0)	64304637	64304744	579958	579958	NA	1
PA1245	chr10	-	64539571	SRR8798075.14165	GV1	intergenic	NA	65119526	64304744	102632700	65119526	65120367	65119526	102632700	65119526	65120367	character(0)	64304637	64304744	579955	579955	NA	1
PA1249	chr10	-	64539575	SRR8798075.22026	GV1	intergenic	NA	65119526	64304744	102632700	65119526	65120367	65119526	102632700	65119526	65120367	character(0)	64304637	64304744	579951	579951	NA	1
PA1250	chr10	-	64539576	SRR8798075.15125	GV1	intergenic	NA	65119526	64304744	102632700	65119526	65120367	65119526	102632700	65119526	65120367	character(0)	64304637	64304744	579950	579950	NA	1
PA1253	chr10	-	64541057	SRR8798075.55266	GV1	intergenic	NA	65119526	64304744	102632700	65119526	65120367	65119526	102632700	65119526	65120367	character(0)	64304637	64304744	578469	578469	NA	1
PA1254	chr10	-	69336897	SRR8798075.30209	GV1	3UTR	NA	69335146	69338497	12534	69335146	69352938	69338498	NA	NA	NA	NA	NA	NA	1601	NA	1601	1
PA1255	chr10	-	69338299	SRR8798075.29515	GV1	3UTR	NA	69335146	69338497	12534	69335146	69352938	69338498	NA	NA	NA	NA	NA	NA	199	NA	199	1
PA1257	chr10	-	69338302	SRR8798075.19480	GV1	3UTR	NA	69335146	69338497	12534	69335146	69352938	69338498	NA	NA	NA	NA	NA	NA	196	NA	196	1
PA1259	chr10	-	69338304	SRR8798075.51229	GV1	3UTR	NA	69335146	69338497	12534	69335146	69352938	69338498	NA	NA	NA	NA	NA	NA	194	NA	194	1
PA1265	chr10	-	70922837	SRR8798075.28309	GV1	3UTR	NA	70922832	70925244	83675	70922832	71159700	70925245	NA	NA	NA	NA	NA	NA	2408	NA	2408	1
PA960	chr10	-	7119061	SRR8798075.15425	GV1	3UTR	NA	NA	NA	215748	NA	NA	NA	215748	7119063	7212237	320495	6911543	7052478	1227	2	1227	1
PA1266	chr10	-	71254985	SRR8798075.17635	GV1	3UTR	NA	71254980	71255828	216080	71254980	71285262	71255829	NA	NA	NA	NA	NA	NA	844	NA	844	1
PA1267	chr10	-	71330492	SRR8798075.25809	GV1	3UTR	NA	71330480	71331036	52637	71330480	71344954	71331037	NA	NA	NA	NA	NA	NA	545	NA	545	1
PA1269	chr10	-	71330497	SRR8798075.11785	GV1	3UTR	NA	71330480	71331036	52637	71330480	71344954	71331037	NA	NA	NA	NA	NA	NA	540	NA	540	1
PA1270	chr10	-	71330705	SRR8798075.23429	GV1	3UTR	NA	71330480	71331036	52637	71330480	71344954	71331037	NA	NA	NA	NA	NA	NA	332	NA	332	1
PA1283	chr10	-	71330763	SRR8798075.42676	GV1	3UTR	NA	71330480	71331036	52637	71330480	71344954	71331037	NA	NA	NA	NA	NA	NA	274	NA	274	1
PA1287	chr10	-	75646112	SRR8798075.28643	GV1	3UTR	NA	75646112	75646543	104248	75646112	75764316	75646544	NA	NA	NA	NA	NA	NA	432	NA	432	1
PA1290	chr10	-	75896769	SRR8798075.13655	GV1	3UTR	NA	75896769	75897048	20587	75896769	75921617	75897049	NA	NA	NA	NA	NA	NA	280	NA	280	1
PA1291	chr10	-	75896773	SRR8798075.2318	GV1	3UTR	NA	75896769	75897048	20587	75896769	75921617	75897049	NA	NA	NA	NA	NA	NA	276	NA	276	1
PA1303	chr10	-	75896776	SRR8798075.9311	GV1	3UTR	NA	75896769	75897048	20587	75896769	75921617	75897049	NA	NA	NA	NA	NA	NA	273	NA	273	1
PA963	chr10	-	7629380	SRR8798075.11161	GV1	3UTR	NA	7629373	7630976	18537	7629373	7663264	7648620	NA	NA	NA	NA	NA	NA	19240	NA	19240	1
PA1310	chr10	-	76351246	SRR8798075.19623	GV1	3UTR	NA	NA	NA	18541	NA	NA	NA	18541	76351263	76442786	64451	76262736	76345291	17	17	17	1
PA1311	chr10	-	76351248	SRR8798075.58788	GV1	3UTR	NA	NA	NA	18541	NA	NA	NA	18541	76351263	76442786	64451	76262736	76345291	15	15	15	1
PA1312	chr10	-	76351263	SRR8798075.31485	GV1	3UTR	NA	76351263	76351738	18541	76351263	76416912	76351263	NA	NA	NA	NA	NA	NA	0	NA	0	1
PA1313	chr10	-	76351264	SRR8798075.446	GV1	3UTR	NA	76351263	76351738	18541	76351263	76416912	76351263	NA	NA	NA	NA	NA	NA	1	NA	1	1
PA1318	chr10	-	76351265	SRR8798075.17102	GV1	3UTR	NA	76351263	76351738	18541	76351263	76416912	76351263	NA	NA	NA	NA	NA	NA	2	NA	2	1
PA1327	chr10	-	76351270	SRR8798075.30445	GV1	3UTR	NA	76351263	76351738	18541	76351263	76416912	76351263	NA	NA	NA	NA	NA	NA	7	NA	7	1
PA1330	chr10	-	76761856	SRR8798075.57807	GV1	3UTR	NA	NA	NA	59093	NA	NA	NA	59093	76761857	76961788	character(0)	76726583	76730273	634	1	634	1
PA1332	chr10	-	76761857	SRR8798075.13321	GV1	3UTR	NA	76761857	76762489	59093	76761857	76961788	76762490	NA	NA	NA	NA	NA	NA	633	NA	633	1
PA1333	chr10	-	76761860	SRR8798075.44701	GV1	3UTR	NA	76761857	76762489	59093	76761857	76961788	76762490	NA	NA	NA	NA	NA	NA	630	NA	630	1
PA1334	chr10	-	76761863	SRR8798075.57334	GV1	3UTR	NA	76761857	76762489	59093	76761857	76961788	76762490	NA	NA	NA	NA	NA	NA	627	NA	627	1
PA1335	chr10	-	76761864	SRR8798075.15494	GV1	3UTR	NA	76761857	76762489	59093	76761857	76961788	76762490	NA	NA	NA	NA	NA	NA	626	NA	626	1
PA1336	chr10	-	77290727	SRR8798075.14806	GV1	3UTR	NA	77290726	77294781	110532	77290726	77418265	77294782	NA	NA	NA	NA	NA	NA	4055	NA	4055	1
PA1338	chr10	-	77486661	SRR8798075.32830	GV1	3UTR	NA	77486661	77488349	108707	77486661	77515785	77488350	NA	NA	NA	NA	NA	NA	1689	NA	1689	1
PA1339	chr10	-	77488142	SRR8798075.27740	GV1	3UTR	NA	77486661	77488349	108707	77486661	77515785	77488350	NA	NA	NA	NA	NA	NA	208	NA	208	1
PA1340	chr10	-	77987905	SRR8798075.33500	GV1	3UTR	NA	77986947	77988209	18641	77986947	78009807	77988210	NA	NA	NA	NA	NA	NA	305	NA	305	1
PA1341	chr10	-	78162066	SRR8798075.13108	GV1	3UTR	NA	78162066	78162589	28295	78162066	78169782	78162590	NA	NA	NA	NA	NA	NA	524	NA	524	1
PA1342	chr10	-	78162071	SRR8798075.12004	GV1	3UTR	NA	78162066	78162589	28295	78162066	78169782	78162590	NA	NA	NA	NA	NA	NA	519	NA	519	1
PA1344	chr10	-	78162075	SRR8798075.26193	GV1	3UTR	NA	78162066	78162589	28295	78162066	78169782	78162590	NA	NA	NA	NA	NA	NA	515	NA	515	1
PA1347	chr10	-	78162081	SRR8798075.45484	GV1	3UTR	NA	78162066	78162589	28295	78162066	78169782	78162590	NA	NA	NA	NA	NA	NA	509	NA	509	1
PA1348	chr10	-	78170909	SRR8798075.9706	GV1	3UTR	NA	78170909	78171959	110816	78170909	78185149	78171960	NA	NA	NA	NA	NA	NA	1051	NA	1051	1
PA1350	chr10	-	78170911	SRR8798075.23192	GV1	3UTR	NA	78170909	78171959	110816	78170909	78185149	78171960	NA	NA	NA	NA	NA	NA	1049	NA	1049	1
PA1352	chr10	-	78171595	SRR8798075.1925	GV1	3UTR	NA	78170909	78171959	110816	78170909	78185149	78171960	NA	NA	NA	NA	NA	NA	365	NA	365	1
PA1354	chr10	-	78171610	SRR8798075.19326	GV1	3UTR	NA	78170909	78171959	110816	78170909	78185149	78171960	NA	NA	NA	NA	NA	NA	350	NA	350	1
PA1355	chr10	-	78186725	SRR8798075.17410	GV1	3UTR	NA	78186725	78187855	216131	78186725	78244641	78187856	NA	NA	NA	NA	NA	NA	1131	NA	1131	1
PA1356	chr10	-	78186790	SRR8798075.30263	GV1	3UTR	NA	78186725	78187855	216131	78186725	78244641	78187856	NA	NA	NA	NA	NA	NA	1066	NA	1066	1
PA1357	chr10	-	78400386	SRR8798075.4372	GV1	3UTR	NA	78400384	78400984	18114	78400384	78412992	78409162	NA	NA	NA	NA	NA	NA	8776	NA	8776	1
PA1358	chr10	-	78746924	SRR8798075.24800	GV1	3UTR	NA	NA	NA	70976	NA	NA	NA	70976	78746926	78753065	12365	78711991	78718294	125	2	125	1
PA969	chr10	-	7905649	SRR8798075.39443	GV1	3UTR	NA	NA	NA	68652	NA	NA	NA	68652	7905653	7956230	character(0)	7848361	7848481	1786	4	1786	1
PA970	chr10	-	7905653	SRR8798075.23295	GV1	3UTR	NA	7905653	7907434	68652	7905653	7956230	7907435	NA	NA	NA	NA	NA	NA	1782	NA	1782	1
PA972	chr10	-	7905740	SRR8798075.11064	GV1	3UTR	NA	7905653	7907434	68652	7905653	7956230	7907435	NA	NA	NA	NA	NA	NA	1695	NA	1695	1
PA1359	chr10	-	79526435	SRR8798075.48488	GV1	3UTR	NA	79526430	79527131	50784	79526430	79533792	79526430	NA	NA	NA	NA	NA	NA	5	NA	5	1
PA1360	chr10	-	79540245	SRR8798075.10169	GV1	3UTR	NA	79540245	79541177	70427	79540245	79555091	79541178	NA	NA	NA	NA	NA	NA	933	NA	933	1
PA1370	chr10	-	79540246	SRR8798075.22942	GV1	3UTR	NA	79540245	79541177	70427	79540245	79555091	79541178	NA	NA	NA	NA	NA	NA	932	NA	932	1
PA1374	chr10	-	79540247	SRR8798075.15215	GV1	3UTR	NA	79540245	79541177	70427	79540245	79555091	79541178	NA	NA	NA	NA	NA	NA	931	NA	931	1
PA1377	chr10	-	79540249	SRR8798075.6871	GV1	3UTR	NA	79540245	79541177	70427	79540245	79555091	79541178	NA	NA	NA	NA	NA	NA	929	NA	929	1
PA1382	chr10	-	79540267	SRR8798075.20699	GV1	3UTR	NA	79540245	79541177	70427	79540245	79555091	79541178	NA	NA	NA	NA	NA	NA	911	NA	911	1
PA1383	chr10	-	79737263	SRR8798075.42408	GV1	intron	NA	79736807	79737263	216151	79736123	79746573	79736123	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA1388	chr10	-	79758766	SRR8798075.12890	GV1	3UTR	NA	79758515	79759086	70294	79758515	79766952	79759087	NA	NA	NA	NA	NA	NA	321	NA	321	1
PA1389	chr10	-	79758768	SRR8798075.43046	GV1	3UTR	NA	79758515	79759086	70294	79758515	79766952	79759087	NA	NA	NA	NA	NA	NA	319	NA	319	1
PA1390	chr10	-	79758773	SRR8798075.55023	GV1	3UTR	NA	79758515	79759086	70294	79758515	79766952	79759087	NA	NA	NA	NA	NA	NA	314	NA	314	1
PA1391	chr10	-	79910052	SRR8798075.368	GV1	3UTR	NA	79910052	79911038	109284	79910052	79917006	79911039	NA	NA	NA	NA	NA	NA	987	NA	987	1
PA1396	chr10	-	79910060	SRR8798075.1847	GV1	3UTR	NA	79910052	79911038	109284	79910052	79917006	79911039	NA	NA	NA	NA	NA	NA	979	NA	979	1
PA1397	chr10	-	79977120	SRR8798075.10565	GV1	3UTR	NA	79977118	79977418	216157	79974948	79978773	79974948	NA	NA	NA	NA	NA	NA	2172	NA	2172	1
PA1399	chr10	-	79977129	SRR8798075.61249	GV1	3UTR	NA	79977118	79977418	216157	79974948	79978773	79974948	NA	NA	NA	NA	NA	NA	2181	NA	2181	1
PA1400	chr10	-	80057017	SRR8798075.24265	GV1	3UTR	NA	80056992	80057415	216161	80056992	80104370	80057416	NA	NA	NA	NA	NA	NA	399	NA	399	1
PA1401	chr10	-	80318708	SRR8798075.62163	GV1	3UTR	NA	80318254	80319347	66374	80318254	80320537	80319348	NA	NA	NA	NA	NA	NA	640	NA	640	1
PA1402	chr10	-	80392539	SRR8798075.35633	GV1	3UTR	NA	80392539	80393099	17192	80392539	80395170	80393100	NA	NA	NA	NA	NA	NA	561	NA	561	1
PA1403	chr10	-	80392542	SRR8798075.41909	GV1	3UTR	NA	80392539	80393099	17192	80392539	80395170	80393100	NA	NA	NA	NA	NA	NA	558	NA	558	1
PA1404	chr10	-	80409593	SRR8798075.16955	GV1	3UTR	NA	80409514	80410131	21423	80409514	80433637	80410132	NA	NA	NA	NA	NA	NA	539	NA	539	1
PA1406	chr10	-	80409620	SRR8798075.14120	GV1	3UTR	NA	80409514	80410131	21423	80409514	80433637	80410132	NA	NA	NA	NA	NA	NA	512	NA	512	1
PA1408	chr10	-	80409698	SRR8798075.51992	GV1	3UTR	NA	80409514	80410131	21423	80409514	80433637	80410132	NA	NA	NA	NA	NA	NA	434	NA	434	1
PA1412	chr10	-	80541662	SRR8798075.39540	GV1	3UTR	NA	80540925	80542392	66932	80540922	80545836	80540922	NA	NA	NA	NA	NA	NA	740	NA	740	1
PA1413	chr10	-	80567119	SRR8798075.10113	GV1	3UTR	NA	NA	NA	118445	NA	NA	NA	118445	80567124	80577321	66932	80540925	80561560	1802	5	1802	1
PA1414	chr10	-	80567124	SRR8798075.17219	GV1	3UTR	NA	80567124	80568920	118445	80567124	80577321	80568921	NA	NA	NA	NA	NA	NA	1797	NA	1797	1
PA1417	chr10	-	80567125	SRR8798075.59520	GV1	3UTR	NA	80567124	80568920	118445	80567124	80577321	80568921	NA	NA	NA	NA	NA	NA	1796	NA	1796	1
PA1418	chr10	-	80583654	SRR8798075.43489	GV1	3UTR	NA	80583654	80583837	216169	80583654	80590341	80583838	NA	NA	NA	NA	NA	NA	184	NA	184	1
PA1419	chr10	-	80586513	SRR8798075.7562	GV1	intron	NA	80585803	80586514	216169	80583654	80590341	80583838	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA1422	chr10	-	80642623	SRR8798075.10150	GV1	3UTR	NA	80642617	80643529	208198	80642617	80656494	80643530	NA	NA	NA	NA	NA	NA	907	NA	907	1
PA1429	chr10	-	80642794	SRR8798075.27563	GV1	3UTR	NA	80642617	80643529	208198	80642617	80656494	80643530	NA	NA	NA	NA	NA	NA	736	NA	736	1
PA1430	chr10	-	80665898	SRR8798075.45814	GV1	3UTR	NA	80665327	80667106	17347	80665327	80676293	80667107	NA	NA	NA	NA	NA	NA	1209	NA	1209	1
PA1431	chr10	-	80685253	SRR8798075.15221	GV1	3UTR	NA	80685253	80687143	208228	80685253	80701855	80687144	NA	NA	NA	NA	NA	NA	1891	NA	1891	1
PA1436	chr10	-	80796095	SRR8798075.40397	GV1	3UTR	NA	NA	NA	78670	NA	NA	NA	78670	80796099	80798626	character(0)	80766859	80768987	4	4	4	1
PA1437	chr10	-	80796099	SRR8798075.11823	GV1	3UTR	NA	80796099	80796411	78670	80796099	80797888	80796099	NA	NA	NA	NA	NA	NA	0	NA	0	1
PA1443	chr10	-	80804114	SRR8798075.38920	GV1	intergenic	NA	80808496	80798626	71912	80808496	80811885	80808572	71912	80808496	80811885	78670	80796099	80798626	4458	4382	NA	1
PA1444	chr10	-	80899909	SRR8798075.4384	GV1	3UTR	NA	80899450	80900160	30055	80899450	80900969	80900161	NA	NA	NA	NA	NA	NA	252	NA	252	1
PA1445	chr10	-	80899913	SRR8798075.39251	GV1	3UTR	NA	80899450	80900160	30055	80899450	80900969	80900161	NA	NA	NA	NA	NA	NA	248	NA	248	1
PA1446	chr10	-	80917962	SRR8798075.19681	GV1	intron	NA	80910046	80917963	16907	80901203	80918245	80902859	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA1447	chr10	-	81044071	SRR8798075.37456	GV1	3UTR	NA	NA	NA	52551	NA	NA	NA	52551	81044075	81060178	106947	81028538	81037426	2124	4	2124	1
