read_num chr strand coord
SRR8798075.56271 chr10 + 83368835
SRR8798075.18520 chr10 + 83368835
SRR8798075.11200 chr10 + 83368835
SRR8798075.41279 chr10 + 83369430
SRR8798075.611 chr10 + 84726225
SRR8798075.23266 chr10 + 85314457
SRR8798075.9285 chr10 + 86048324
SRR8798075.22792 chr10 + 86048329
SRR8798075.63353 chr10 + 86048324
SRR8798075.28291 chr10 + 86776840
SRR8798075.46538 chr10 + 87967763
SRR8798075.29651 chr10 + 87967763
SRR8798075.1058 chr10 + 88178393
SRR8798075.3971 chr10 + 88178393
SRR8798075.60105 chr10 + 88178395
SRR8798075.32855 chr10 + 88178393
SRR8798075.5006 chr10 + 88744212
SRR8798075.37005 chr10 + 88744094
SRR8798075.39192 chr10 + 88744094
SRR8798075.44738 chr10 + 88744094
SRR8798075.33657 chr10 + 89689367
SRR8798075.54785 chr10 + 89819875
SRR8798075.22591 chr10 + 89878601
SRR8798075.43912 chr10 + 89878601
SRR8798075.28322 chr10 + 89878601
SRR8798075.53159 chr10 + 92354062
SRR8798075.48594 chr10 + 93241323
SRR8798075.54865 chr10 + 93241330
SRR8798075.49885 chr10 + 93566421
SRR8798075.49442 chr10 + 93583321
SRR8798075.32458 chr10 + 93583326
SRR8798075.31744 chr10 + 93779790
SRR8798075.28302 chr10 + 94145337
SRR8798075.41856 chr10 + 94145332
SRR8798075.14676 chr10 + 94267043
SRR8798075.31390 chr10 + 94590950
SRR8798075.62738 chr10 + 94590954
SRR8798075.48039 chr10 + 94590954
SRR8798075.3458 chr10 + 94590954
SRR8798075.18233 chr10 + 94590954
SRR8798075.53390 chr10 + 94590950
SRR8798075.5986 chr10 + 94590950
SRR8798075.10865 chr10 + 94590956
SRR8798075.36524 chr10 + 94590920
SRR8798075.54022 chr10 + 94590954
SRR8798075.61905 chr10 + 94742691
SRR8798075.51145 chr10 + 94782311
SRR8798075.54940 chr10 + 94790336
SRR8798075.43428 chr10 + 96045504
SRR8798075.50887 chr10 + 96045132
SRR8798075.5911 chr10 + 96619624
SRR8798075.48892 chr10 + 96619627
SRR8798075.62415 chr10 + 97613672
SRR8798075.45864 chr10 + 99026143
SRR8798075.45297 chr10 + 99026143
SRR8798075.24133 chr10 + 99197893
SRR8798075.37897 chr10 + 99198072
SRR8798075.11783 chr10 + 99198072
SRR8798075.19938 chr10 + 99267485
SRR8798075.40527 chr10 + 99413191
SRR8798075.167 chr10 + 99413594
SRR8798075.32404 chr10 + 99759250
SRR8798075.61201 chr10 + 101569804
SRR8798075.18856 chr10 + 103419379
SRR8798075.58953 chr10 + 103419375
SRR8798075.12179 chr10 + 105842848
SRR8798075.52525 chr10 + 105842848
SRR8798075.55342 chr10 + 105842848
SRR8798075.42307 chr10 + 105847424
SRR8798075.18509 chr10 + 108279765
SRR8798075.35317 chr10 + 108279646
SRR8798075.31023 chr10 + 108279410
SRR8798075.31255 chr10 + 108279765
SRR8798075.37649 chr10 + 108279388
SRR8798075.21023 chr10 + 108279646
SRR8798075.19582 chr10 + 108414843
SRR8798075.4130 chr10 + 108581692
SRR8798075.34565 chr10 + 108581689
SRR8798075.35771 chr10 + 108581689
SRR8798075.50326 chr10 + 108581690
SRR8798075.5963 chr10 + 108581690
SRR8798075.18092 chr10 + 108621675
SRR8798075.50501 chr10 + 108621730
SRR8798075.33408 chr10 + 109231386
SRR8798075.20010 chr10 + 111293319
SRR8798075.16317 chr10 + 111293325
SRR8798075.32669 chr10 + 111296487
SRR8798075.56367 chr10 + 111296279
SRR8798075.24966 chr10 + 111297249
SRR8798075.38767 chr10 + 111297242
SRR8798075.14128 chr10 + 111297246
SRR8798075.7642 chr10 + 111297243
SRR8798075.12989 chr10 + 111297249
SRR8798075.28650 chr10 + 111297245
SRR8798075.21533 chr10 + 111498148
SRR8798075.23074 chr10 + 111498143
SRR8798075.29299 chr10 + 111508650
SRR8798075.8360 chr10 + 111846153
SRR8798075.16049 chr10 + 111986123
SRR8798075.18028 chr10 + 111984935
SRR8798075.51690 chr10 + 111986123
SRR8798075.49570 chr10 + 111986123
SRR8798075.48670 chr10 + 111986142
SRR8798075.35135 chr10 + 111986123
SRR8798075.43296 chr10 + 115432772
SRR8798075.9489 chr10 + 115791661
SRR8798075.3754 chr10 + 116274361
SRR8798075.20930 chr10 + 116274932
SRR8798075.48742 chr10 + 116274932
SRR8798075.44860 chr10 + 117684929
SRR8798075.51616 chr10 + 117683539
SRR8798075.49730 chr10 + 117684927
SRR8798075.22819 chr10 + 117684948
SRR8798075.21642 chr10 + 117950202
SRR8798075.45129 chr10 + 118126609
SRR8798075.61973 chr10 + 118168999
SRR8798075.53894 chr10 + 118256004
SRR8798075.46679 chr10 + 118256004
SRR8798075.12636 chr10 + 119511679
SRR8798075.44069 chr10 + 120077162
SRR8798075.3216 chr10 + 120224912
SRR8798075.60044 chr10 + 120232071
SRR8798075.48741 chr10 + 120232071
SRR8798075.36107 chr10 + 120232071
SRR8798075.36523 chr10 + 120232071
SRR8798075.25516 chr10 + 121395461
SRR8798075.1660 chr10 + 121426619
SRR8798075.31840 chr10 + 121567940
SRR8798075.38075 chr10 + 121567930
SRR8798075.41876 chr10 + 121567940
SRR8798075.14023 chr10 + 121567937
SRR8798075.53031 chr10 + 121693918
SRR8798075.30636 chr10 + 121752857
SRR8798075.36193 chr10 + 121759811
SRR8798075.9820 chr10 + 121806311
SRR8798075.17674 chr10 + 122759355
SRR8798075.46012 chr10 + 123741046
SRR8798075.15181 chr10 + 123841093
SRR8798075.24789 chr10 + 123918972
SRR8798075.45662 chr10 + 124524383
SRR8798075.14073 chr10 + 124524368
SRR8798075.19396 chr10 + 124941945
SRR8798075.29770 chr10 + 126950241
SRR8798075.60747 chr10 + 126950120
SRR8798075.22293 chr10 + 126950194
SRR8798075.57096 chr10 + 126950241
SRR8798075.33775 chr10 + 127065404
SRR8798075.950 chr10 + 127281954
SRR8798075.21835 chr10 + 127281951
SRR8798075.20570 chr10 + 127296283
SRR8798075.37401 chr10 + 127296286
SRR8798075.37628 chr10 + 127296286
SRR8798075.10172 chr10 + 127499101
SRR8798075.22888 chr10 + 127499357
SRR8798075.54715 chr10 + 127499365
SRR8798075.45914 chr10 + 127499367
SRR8798075.25823 chr10 + 127660124
SRR8798075.32831 chr10 + 127660952
SRR8798075.57870 chr10 + 127660952
SRR8798075.59781 chr10 + 127660951
SRR8798075.37913 chr10 + 127660978
SRR8798075.24505 chr10 + 127660940
SRR8798075.12478 chr10 + 127660961
SRR8798075.16967 chr10 + 127665486
SRR8798075.55585 chr10 + 127747355
SRR8798075.57786 chr10 + 127747355
SRR8798075.38299 chr10 + 128012221
SRR8798075.12938 chr10 + 128012221
SRR8798075.36508 chr10 + 128012207
SRR8798075.19194 chr10 + 128030031
SRR8798075.2613 chr10 + 128077256
SRR8798075.19963 chr10 + 128077256
SRR8798075.63205 chr10 + 128076993
SRR8798075.12192 chr10 + 128077256
SRR8798075.6650 chr10 + 128077264
SRR8798075.25547 chr10 + 128077248
SRR8798075.36895 chr10 + 128077256
SRR8798075.52836 chr10 + 128077256
SRR8798075.50847 chr10 + 128077256
SRR8798075.2971 chr10 + 128090273
SRR8798075.10979 chr10 + 128090271
SRR8798075.12839 chr10 + 128090389
SRR8798075.28809 chr10 + 128090273
SRR8798075.35545 chr10 + 128090273
SRR8798075.41674 chr10 + 128090273
SRR8798075.55727 chr10 + 128090273
SRR8798075.59334 chr10 + 128090273
SRR8798075.16121 chr10 + 128090273
SRR8798075.15877 chr10 + 128129303
SRR8798075.56760 chr10 + 128129301
SRR8798075.25740 chr10 + 128129303
SRR8798075.32873 chr10 + 128252939
SRR8798075.14572 chr10 + 128252939
SRR8798075.28860 chr10 + 128252939
SRR8798075.61294 chr10 + 128292848
SRR8798075.21490 chr10 + 128321353
SRR8798075.31291 chr10 + 128321353
SRR8798075.14949 chr10 + 128321345
SRR8798075.7856 chr10 + 128322779
SRR8798075.8213 chr10 + 128362477
SRR8798075.51715 chr10 + 128362473
SRR8798075.55092 chr10 + 128362477
SRR8798075.55714 chr10 + 128362469
SRR8798075.56390 chr10 + 128362469
SRR8798075.51452 chr10 + 128362477
SRR8798075.8021 chr10 + 128362477
SRR8798075.11017 chr10 + 128362474
SRR8798075.26623 chr10 + 128362477
SRR8798075.38065 chr10 + 128362477
SRR8798075.43063 chr10 + 128362477
SRR8798075.47502 chr10 + 128362470
SRR8798075.12988 chr10 + 128439422
SRR8798075.20497 chr10 + 128439422
SRR8798075.9969 chr10 + 128439422
SRR8798075.55862 chr10 + 128439422
SRR8798075.51516 chr10 + 128502964
SRR8798075.10881 chr10 + 128502969
SRR8798075.16041 chr10 + 128616630
SRR8798075.50003 chr10 + 128616636
SRR8798075.13594 chr10 + 128616638
SRR8798075.21838 chr10 + 128766564
SRR8798075.63289 chr10 + 128807622
SRR8798075.15760 chr10 + 128807622
SRR8798075.1370 chr10 + 128812101
SRR8798075.10677 chr10 + 128818149
SRR8798075.11988 chr10 + 128818153
SRR8798075.14708 chr10 + 128818155
SRR8798075.39410 chr10 + 128818153
SRR8798075.49287 chr10 + 128818153
SRR8798075.52048 chr10 + 128817508
SRR8798075.48789 chr10 + 128817523
SRR8798075.34241 chr10 + 128818153
SRR8798075.31761 chr10 + 130576469
SRR8798075.54821 chr10 - 4208934
SRR8798075.52141 chr10 - 4425120
SRR8798075.25982 chr10 - 5613438
SRR8798075.63703 chr10 - 5613438
SRR8798075.48201 chr10 - 5799153
SRR8798075.6156 chr10 - 5799158
SRR8798075.17032 chr10 - 5799158
SRR8798075.20960 chr10 - 5799158
SRR8798075.37436 chr10 - 5799158
SRR8798075.39004 chr10 - 5799158
SRR8798075.45754 chr10 - 5799158
SRR8798075.60164 chr10 - 5799158
SRR8798075.8077 chr10 - 5799175
SRR8798075.29106 chr10 - 5799176
SRR8798075.31271 chr10 - 5813059
SRR8798075.50203 chr10 - 5831256
SRR8798075.47150 chr10 - 5831259
SRR8798075.2617 chr10 - 5831260
SRR8798075.57566 chr10 - 5841270
SRR8798075.41580 chr10 - 6885792
SRR8798075.16073 chr10 - 6885794
SRR8798075.18237 chr10 - 6885796
SRR8798075.20048 chr10 - 6885796
SRR8798075.27572 chr10 - 6885796
SRR8798075.43178 chr10 - 6885796
SRR8798075.53445 chr10 - 6885796
SRR8798075.25601 chr10 - 6889439
SRR8798075.15425 chr10 - 7119061
SRR8798075.4957 chr10 - 7345983
SRR8798075.6403 chr10 - 7345983
SRR8798075.11161 chr10 - 7629380
SRR8798075.18555 chr10 - 7629380
SRR8798075.51112 chr10 - 7630685
SRR8798075.42570 chr10 - 7637734
SRR8798075.23141 chr10 - 7767950
SRR8798075.45271 chr10 - 7767950
SRR8798075.39443 chr10 - 7905649
SRR8798075.23295 chr10 - 7905653
SRR8798075.28779 chr10 - 7905666
SRR8798075.11064 chr10 - 7905740
SRR8798075.9222 chr10 - 8204759
SRR8798075.39120 chr10 - 9563867
SRR8798075.57118 chr10 - 9757554
SRR8798075.17306 chr10 - 9757777
SRR8798075.17705 chr10 - 9824771
SRR8798075.38383 chr10 - 9893398
SRR8798075.3040 chr10 - 10591969
SRR8798075.60764 chr10 - 12133290
SRR8798075.1978 chr10 - 12845902
SRR8798075.37412 chr10 - 12845904
SRR8798075.43263 chr10 - 13178597
SRR8798075.19493 chr10 - 13178601
SRR8798075.24621 chr10 - 13178601
SRR8798075.36368 chr10 - 13178603
SRR8798075.7061 chr10 - 13178626
SRR8798075.18099 chr10 - 13178643
SRR8798075.25341 chr10 - 13524131
SRR8798075.12501 chr10 - 13524135
SRR8798075.62063 chr10 - 13652716
SRR8798075.5322 chr10 - 14655333
SRR8798075.17352 chr10 - 14655333
SRR8798075.41877 chr10 - 14655333
SRR8798075.26672 chr10 - 14655336
SRR8798075.38793 chr10 - 14655336
SRR8798075.11413 chr10 - 14657614
SRR8798075.4622 chr10 - 14851500
SRR8798075.46791 chr10 - 17721880
SRR8798075.34121 chr10 - 17852806
SRR8798075.47364 chr10 - 17853261
SRR8798075.36780 chr10 - 18216927
SRR8798075.63427 chr10 - 18335444
SRR8798075.1047 chr10 - 18335642
SRR8798075.7573 chr10 - 18335647
SRR8798075.43183 chr10 - 18335647
SRR8798075.52736 chr10 - 18335647
SRR8798075.54893 chr10 - 18335647
SRR8798075.30773 chr10 - 18583064
SRR8798075.1618 chr10 - 18634152
SRR8798075.2125 chr10 - 19860091
SRR8798075.9459 chr10 - 19860548
SRR8798075.10088 chr10 - 20322981
SRR8798075.38964 chr10 - 22148489
SRR8798075.47423 chr10 - 22148489
SRR8798075.58013 chr10 - 22148489
SRR8798075.61045 chr10 - 22148489
SRR8798075.61256 chr10 - 22705378
SRR8798075.11590 chr10 - 23830476
SRR8798075.57569 chr10 - 23830476
SRR8798075.61135 chr10 - 23830476
SRR8798075.36326 chr10 - 24870061
SRR8798075.31183 chr10 - 25169090
SRR8798075.4858 chr10 - 25219055
SRR8798075.39458 chr10 - 25279329
SRR8798075.38970 chr10 - 26382878
SRR8798075.49632 chr10 - 26513847
SRR8798075.1222 chr10 - 26793754
SRR8798075.7470 chr10 - 27089416
SRR8798075.3635 chr10 - 27165039
SRR8798075.10598 chr10 - 29346171
SRR8798075.23357 chr10 - 29425327
SRR8798075.25232 chr10 - 29698735
SRR8798075.26493 chr10 - 29698735
SRR8798075.40545 chr10 - 29698735
SRR8798075.49937 chr10 - 29698752
SRR8798075.12258 chr10 - 30534715
SRR8798075.21861 chr10 - 30536785
SRR8798075.59657 chr10 - 30618203
SRR8798075.11819 chr10 - 30832361
SRR8798075.29729 chr10 - 31332378
SRR8798075.8082 chr10 - 31413482
SRR8798075.9433 chr10 - 31413482
SRR8798075.16013 chr10 - 31413482
SRR8798075.22770 chr10 - 31413482
SRR8798075.28939 chr10 - 31413482
SRR8798075.46720 chr10 - 31413482
SRR8798075.47177 chr10 - 31413482
SRR8798075.60078 chr10 - 31413482
SRR8798075.37513 chr10 - 31413508
SRR8798075.19174 chr10 - 31641988
SRR8798075.18645 chr10 - 33512288
SRR8798075.31576 chr10 - 33512289
SRR8798075.17849 chr10 - 33512448
SRR8798075.58818 chr10 - 33512448
SRR8798075.33920 chr10 - 33594305
SRR8798075.18230 chr10 - 33927400
SRR8798075.26476 chr10 - 33927400
SRR8798075.35243 chr10 - 33948929
SRR8798075.35998 chr10 - 33948929
SRR8798075.1705 chr10 - 34151390
SRR8798075.9465 chr10 - 34151390
SRR8798075.49205 chr10 - 34151390
SRR8798075.59401 chr10 - 34151390
SRR8798075.25752 chr10 - 34151393
SRR8798075.3808 chr10 - 34303617
SRR8798075.17025 chr10 - 35708649
SRR8798075.28415 chr10 - 35708649
SRR8798075.51948 chr10 - 35708649
SRR8798075.39613 chr10 - 35709980
SRR8798075.28874 chr10 - 35709985
SRR8798075.47500 chr10 - 35709985
SRR8798075.19988 chr10 - 35710011
SRR8798075.43554 chr10 - 35840101
SRR8798075.24697 chr10 - 37180652
SRR8798075.45388 chr10 - 37193508
SRR8798075.5980 chr10 - 38116053
SRR8798075.56151 chr10 - 39118817
SRR8798075.53189 chr10 - 40033532
SRR8798075.35729 chr10 - 40033541
SRR8798075.46195 chr10 - 40036470
SRR8798075.26671 chr10 - 40132857
SRR8798075.36162 chr10 - 40223477
SRR8798075.3803 chr10 - 40249525
SRR8798075.3914 chr10 - 40513423
SRR8798075.27498 chr10 - 40565659
SRR8798075.20927 chr10 - 40565666
SRR8798075.21051 chr10 - 40565666
SRR8798075.49043 chr10 - 40565666
SRR8798075.37511 chr10 - 40565678
SRR8798075.8449 chr10 - 40831621
SRR8798075.15630 chr10 - 40831621
SRR8798075.39741 chr10 - 40831621
SRR8798075.30370 chr10 - 40831625
SRR8798075.25675 chr10 - 40831629
SRR8798075.55929 chr10 - 40831629
SRR8798075.62899 chr10 - 40831629
SRR8798075.39396 chr10 - 41378818
SRR8798075.2868 chr10 - 41378895
SRR8798075.15862 chr10 - 41718841
SRR8798075.50868 chr10 - 41718841
SRR8798075.61684 chr10 - 41718841
SRR8798075.61924 chr10 - 41718846
SRR8798075.32605 chr10 - 41915008
SRR8798075.61943 chr10 - 41916820
SRR8798075.3615 chr10 - 42181840
SRR8798075.2902 chr10 - 42181845
SRR8798075.8507 chr10 - 42181845
SRR8798075.9958 chr10 - 42181845
SRR8798075.12010 chr10 - 42181845
SRR8798075.21918 chr10 - 42181845
SRR8798075.24174 chr10 - 42181845
SRR8798075.35637 chr10 - 42181845
SRR8798075.36280 chr10 - 42181845
SRR8798075.46848 chr10 - 42181845
SRR8798075.50143 chr10 - 42181845
SRR8798075.51652 chr10 - 42181845
SRR8798075.52798 chr10 - 42181845
SRR8798075.62865 chr10 - 42181845
SRR8798075.57445 chr10 - 42181849
SRR8798075.56236 chr10 - 42185095
SRR8798075.14727 chr10 - 42196268
SRR8798075.29287 chr10 - 42196466
SRR8798075.14380 chr10 - 42196733
SRR8798075.54074 chr10 - 42312594
SRR8798075.7546 chr10 - 42561967
SRR8798075.18261 chr10 - 42561967
SRR8798075.27039 chr10 - 42561967
SRR8798075.53340 chr10 - 43524084
SRR8798075.22794 chr10 - 43532676
SRR8798075.59320 chr10 - 43532676
SRR8798075.44633 chr10 - 43650354
SRR8798075.14784 chr10 - 43950634
SRR8798075.44033 chr10 - 43950639
SRR8798075.35911 chr10 - 44437174
SRR8798075.48614 chr10 - 45376555
SRR8798075.37723 chr10 - 45456866
SRR8798075.5132 chr10 - 45980949
SRR8798075.23026 chr10 - 46984242
SRR8798075.4375 chr10 - 49270933
SRR8798075.6151 chr10 - 52340905
SRR8798075.56675 chr10 - 52341106
SRR8798075.42090 chr10 - 52341109
SRR8798075.32955 chr10 - 53536315
SRR8798075.34873 chr10 - 53536315
SRR8798075.22314 chr10 - 53536344
SRR8798075.54162 chr10 - 53633371
SRR8798075.2961 chr10 - 53633377
SRR8798075.28057 chr10 - 53904790
SRR8798075.3208 chr10 - 57515774
SRR8798075.27417 chr10 - 57515774
SRR8798075.35324 chr10 - 57515779
SRR8798075.55275 chr10 - 58234842
SRR8798075.31354 chr10 - 58234975
SRR8798075.7213 chr10 - 59446984
SRR8798075.26576 chr10 - 59446984
SRR8798075.33521 chr10 - 59446984
SRR8798075.34566 chr10 - 59446984
SRR8798075.37847 chr10 - 59446984
SRR8798075.37918 chr10 - 59446984
SRR8798075.46683 chr10 - 59446984
SRR8798075.53806 chr10 - 59446984
SRR8798075.55741 chr10 - 59446984
SRR8798075.63634 chr10 - 59446984
SRR8798075.19927 chr10 - 59949669
SRR8798075.39273 chr10 - 59949669
SRR8798075.45067 chr10 - 59949669
SRR8798075.35399 chr10 - 59949673
SRR8798075.53595 chr10 - 59949907
SRR8798075.10914 chr10 - 59987908
SRR8798075.19612 chr10 - 59987908
SRR8798075.55204 chr10 - 59987910
SRR8798075.20690 chr10 - 59987913
SRR8798075.33708 chr10 - 59988585
SRR8798075.37121 chr10 - 61144595
SRR8798075.35026 chr10 - 61428491
SRR8798075.30788 chr10 - 62025673
SRR8798075.38751 chr10 - 62025893
SRR8798075.30176 chr10 - 62108207
SRR8798075.42150 chr10 - 62108207
SRR8798075.290 chr10 - 62108210
SRR8798075.3319 chr10 - 62108210
SRR8798075.4478 chr10 - 62108210
SRR8798075.5456 chr10 - 62108210
SRR8798075.13955 chr10 - 62108210
SRR8798075.14047 chr10 - 62108210
SRR8798075.17562 chr10 - 62108210
SRR8798075.23624 chr10 - 62108210
SRR8798075.24141 chr10 - 62108210
SRR8798075.24317 chr10 - 62108210
SRR8798075.25442 chr10 - 62108210
SRR8798075.28714 chr10 - 62108210
SRR8798075.34736 chr10 - 62108210
SRR8798075.38776 chr10 - 62108210
SRR8798075.39182 chr10 - 62108210
SRR8798075.40439 chr10 - 62108210
SRR8798075.40556 chr10 - 62108210
SRR8798075.41198 chr10 - 62108210
SRR8798075.42514 chr10 - 62108210
SRR8798075.45142 chr10 - 62108210
SRR8798075.47215 chr10 - 62108210
SRR8798075.55914 chr10 - 62108210
SRR8798075.57471 chr10 - 62108210
SRR8798075.57708 chr10 - 62108210
SRR8798075.62376 chr10 - 62108210
SRR8798075.62734 chr10 - 62108210
SRR8798075.44395 chr10 - 62108213
SRR8798075.59813 chr10 - 62108213
SRR8798075.44196 chr10 - 62108223
SRR8798075.33017 chr10 - 62108231
SRR8798075.32885 chr10 - 62108500
SRR8798075.59710 chr10 - 62142878
SRR8798075.36422 chr10 - 62429380
SRR8798075.3883 chr10 - 62455236
SRR8798075.10990 chr10 - 62455272
SRR8798075.20471 chr10 - 62455272
SRR8798075.58200 chr10 - 62455273
SRR8798075.10636 chr10 - 62455278
SRR8798075.24369 chr10 - 62455288
SRR8798075.51719 chr10 - 62455314
SRR8798075.39929 chr10 - 62494427
SRR8798075.26855 chr10 - 62494428
SRR8798075.40694 chr10 - 62494433
SRR8798075.5957 chr10 - 62558474
SRR8798075.19119 chr10 - 62558484
SRR8798075.37570 chr10 - 62582113
SRR8798075.60748 chr10 - 62636090
SRR8798075.1641 chr10 - 62744465
SRR8798075.53432 chr10 - 62744478
SRR8798075.53608 chr10 - 62744478
SRR8798075.3693 chr10 - 63015428
SRR8798075.24833 chr10 - 63319015
SRR8798075.25594 chr10 - 63319015
SRR8798075.39884 chr10 - 63319015
SRR8798075.43526 chr10 - 63319015
SRR8798075.57356 chr10 - 63319015
SRR8798075.58124 chr10 - 63319015
SRR8798075.56038 chr10 - 63319020
SRR8798075.36104 chr10 - 63319977
SRR8798075.49344 chr10 - 63320485
SRR8798075.50442 chr10 - 64085649
SRR8798075.8788 chr10 - 64539568
SRR8798075.34699 chr10 - 64539568
SRR8798075.62709 chr10 - 64539568
SRR8798075.14165 chr10 - 64539571
SRR8798075.25838 chr10 - 64539571
SRR8798075.52802 chr10 - 64539571
SRR8798075.60925 chr10 - 64539571
SRR8798075.22026 chr10 - 64539575
SRR8798075.15125 chr10 - 64539576
SRR8798075.42258 chr10 - 64539584
SRR8798075.57891 chr10 - 64539596
SRR8798075.55266 chr10 - 64541057
SRR8798075.30209 chr10 - 69336897
SRR8798075.29515 chr10 - 69338299
SRR8798075.51015 chr10 - 69338299
SRR8798075.19480 chr10 - 69338302
SRR8798075.35869 chr10 - 69338302
SRR8798075.51229 chr10 - 69338304
SRR8798075.61310 chr10 - 69338304
SRR8798075.52884 chr10 - 70558259
SRR8798075.47430 chr10 - 70558859
SRR8798075.21787 chr10 - 70558877
SRR8798075.21935 chr10 - 70558877
SRR8798075.28309 chr10 - 70922837
SRR8798075.17635 chr10 - 71254985
SRR8798075.25809 chr10 - 71330492
SRR8798075.55754 chr10 - 71330492
SRR8798075.11785 chr10 - 71330497
SRR8798075.23429 chr10 - 71330705
SRR8798075.5802 chr10 - 71330722
SRR8798075.5818 chr10 - 71330722
SRR8798075.17748 chr10 - 71330722
SRR8798075.21906 chr10 - 71330722
SRR8798075.24845 chr10 - 71330722
SRR8798075.30812 chr10 - 71330722
SRR8798075.34831 chr10 - 71330722
SRR8798075.40517 chr10 - 71330722
SRR8798075.43050 chr10 - 71330722
SRR8798075.44979 chr10 - 71330722
SRR8798075.48884 chr10 - 71330722
SRR8798075.55462 chr10 - 71330722
SRR8798075.42676 chr10 - 71330763
SRR8798075.12971 chr10 - 71798873
SRR8798075.12050 chr10 - 74862842
SRR8798075.49154 chr10 - 74862842
SRR8798075.28643 chr10 - 75646112
SRR8798075.24739 chr10 - 75771236
SRR8798075.9420 chr10 - 75831390
SRR8798075.13655 chr10 - 75896769
SRR8798075.2318 chr10 - 75896773
SRR8798075.2906 chr10 - 75896773
SRR8798075.3499 chr10 - 75896773
SRR8798075.10057 chr10 - 75896773
SRR8798075.12986 chr10 - 75896773
SRR8798075.14800 chr10 - 75896773
SRR8798075.23587 chr10 - 75896773
SRR8798075.38937 chr10 - 75896773
SRR8798075.40967 chr10 - 75896773
SRR8798075.45667 chr10 - 75896773
SRR8798075.55608 chr10 - 75896773
SRR8798075.61586 chr10 - 75896773
SRR8798075.9311 chr10 - 75896776
SRR8798075.630 chr10 - 76207226
SRR8798075.26694 chr10 - 76207226
SRR8798075.17889 chr10 - 76207230
SRR8798075.35899 chr10 - 76207230
SRR8798075.56233 chr10 - 76207231
SRR8798075.58019 chr10 - 76207236
SRR8798075.19623 chr10 - 76351246
SRR8798075.58788 chr10 - 76351248
SRR8798075.31485 chr10 - 76351263
SRR8798075.446 chr10 - 76351264
SRR8798075.15063 chr10 - 76351264
SRR8798075.34183 chr10 - 76351264
SRR8798075.35085 chr10 - 76351264
SRR8798075.52609 chr10 - 76351264
SRR8798075.17102 chr10 - 76351265
SRR8798075.19131 chr10 - 76351265
SRR8798075.21202 chr10 - 76351265
SRR8798075.21946 chr10 - 76351265
SRR8798075.33613 chr10 - 76351265
SRR8798075.36426 chr10 - 76351265
SRR8798075.49114 chr10 - 76351265
SRR8798075.50756 chr10 - 76351265
SRR8798075.55039 chr10 - 76351265
SRR8798075.30445 chr10 - 76351270
